,actr,año_nac,conocido_por,que_hace,premios
1353,Brittany English Stephens,,"'The Babysitter', 'Grace of My Heart', 'Boy Meets World', 'Couples'","Actor, Producer, Writer",10 wins & 7 nominations
1354,Brittany Sparkles,1985.0,"'The Boo', 'Shady White', 'Vampire-Killing Prostitute', 'OSA Space Rangers'","Actress, Producer",Nominated for 1 Primetime Emmy: 3 wins & 10 nominations total
1355,Brodie Derrick,,"'The Message Man', 'Neighbours', 'Super Super', 'The Alley'","Transportation Department, Additional Crew",0
1356,Bronislaw Pawlik,1926.0,"'Orzel', 'Lalka', 'Niewiarygodne przygody Marka Piegusa', 'Teatr Telewizji'","Actor, Director",1 win
1357,BronweN,,"'Diary of a Wimpy Kid: Dog Days', 'Dirk Gently's Holistic Detective Agency', 'The Night Agent', 'A Series of Unfortunate Events'","Actor, Director",0
1358,Brook Burd,,'On Common Ground',"Editor, Editorial Department",Nominated for 1 Primetime Emmy: 3 nominations total
1359,Brooke Allison,,"'Getting That Girl', 'We Are the World: Inside the World', 'Lovely & Amazing', 'Captain Lou Albano's Birthday Slam'",Actor,0
1360,Brooke Johnson,,"'El dulce porvenir', 'Conspiración de silencio', 'Dangerous Offender: The Marlene Moore Story', 'Semillas de duda'","Music Video, 2002, 4m",1 nomination
1361,Brooke Smith,1987.0,"'The Nice Guys', 'Space Wars: Quest for the Deepstar', 'Iron Man 2', '17 Again'",Actress,0
1362,Brooke Whiteley,,"'The Secret of Sarah Pennington', 'Beaches, Buns and Bikinis', 'Where's Dookie Cannata?', 'North of Austin West of Nashville: Red Dirt Music'",Actor,0
1363,Brooke Winn,,"'Ping!', 'Power Rangers Lost Galaxy', 'That's Life', 'The Grubbs'","Second Unit or Assistant Director, Director, Actress",0
1364,Brother Ed Jaszkowski,,"'You Bring It Back with You', 'Little Voice', 'Santa Mierda', 'Magna Lacerta'","Actor, Director, Writer",3 wins
1365,Bruce Boxleitner,1950.0,"'Babylon 5', 'Tron', 'TRON: Legacy', 'Babylon 5: The Lost Tales'","Actor, Producer, Soundtrack",5 wins & 3 nominations
1366,Bruce Bundy,,"'Els jocs de la fam', 'Los juegos del hambre: En llamas', 'The Greggs', 'Salesmanship'","1993, PG, 1h 16m",Nominated for 1 Oscar: 6 wins & 17 nominations total
1367,Bruce Campbell,1958.0,"'Bubba Ho-tep', 'L'exèrcit de les tenebres', 'Posesión infernal', 'Ash vs. Evil Dead'","Actor, Producer, Director",12 wins & 7 nominations
1368,Bruce Dern,1936.0,"'Nebraska', 'The Hateful Eight', 'The 'Burbs', 'The Great Gatsby'","Actor, Producer, Soundtrack",Nominated for 2 Oscars: 18 wins & 40 nominations total
1369,Bruce Godfree,,"'Reveille', 'Assassin's Creed: Syndicate - Jack the Ripper', 'People Like You', 'Parsley Days'","Actor, Cinematographer",0
1370,Bruce Locke,,"'Mortal Kombat: Conquest', 'El hombre en el castillo', 'RoboCop 3'","Actor, Additional Crew, Camera and Electrical Department",0
1371,Bruce Poon,,"'Wildside', 'Fu sheng', 'The Twelve'","Actress, Producer",0
1372,Bruce Willis,1955.0,"'Jungla de cristal', 'Pulp Fiction', 'Luz de luna', 'El sisè sentit'","Actor, Producer, Writer",Won 2 Primetime Emmys: 22 wins & 54 nominations total
1373,Bruna González,,"'Verónica', 'La malaltia del diumenge', 'El domingo', 'De repente, la noche'","Actor, Art Department, Producer",0
1374,Bruno Armando,,"'Capas Negras', 'Quando o Mar Galgou a Terra', 'O Cerro dos Enforcados', 'A Rosa do Adro'",Actor,0
1375,Bruno Bilotta,,"'The Equalizer 3', 'Assassin Club', 'The Poison Rose', 'The Tourist'",Actress,0
1376,Bruno Blairet,,"'Espions', 'La mujer más asesinada del mundo', 'Un coeur simple', 'À coeur ouvert'","Actor, Director, Writer",2 wins & 5 nominations
1377,Bruno Cathomas,1965.0,"'Chicken mexicaine', 'Viehjud Levi', 'Sugar Orange', 'Woyzeck'","Actress, Music Department, Soundtrack",0
1378,Bruno Contenti,,"'Carmen Vidal Mujer Detective', 'Muñeco viviente V', 'Mi domingo', 'La galleta'","Camera and Electrical Department, Producer, Writer",0
1379,Bruno F. Apitz,,"'Fugitivos', 'Der Landarzt', 'Hamburgo 112', 'La sombra del pasado'","Actor, Producer, Writer",0
1380,Bruno Hoffmann,,"'Zu viele Köche', 'Das Leben in meiner Hand', 'Rotmord', 'Der Fall Sacco und Vanzetti'","Cinematographer, Camera and Electrical Department, Producer",7 wins & 9 nominations
1381,Bruno Putzulu,1967.0,"'Petits désordres amoureux', 'Les aveux de l'innocent', 'Monsieur N.', 'Au siècle de Maupassant: Contes et nouvelles du XIXème siècle'","Actress, Director, Producer",0
1382,Bruno Rapone,1994.0,"'Obrigado por Estar Aqui', 'Algum Lugar no Meio', 'Álbum de Família', 'O Mal que Habita'","Actor, Writer, Director",0
1383,Bruno Rodrigues,,'Eden',Actress,0
1384,Bruno Verdoni,,'Molly's Game',Actor,0
1385,Bryan Benfield,,"'Zero', 'The Atoning', 'Super Science Showcase', 'Super Science Showcase'","Actor, Producer, Stunts",0
1386,Bryan Brogan,1970.0,"'Scream', 'The Craft', 'Into the West', 'Armored'","Actor, Director, Writer",3 wins & 14 nominations
1387,Bryan Bukoliski,,"'Running Without Sound', 'Boy Crush'",Actress,0
1388,Bryan Cartago,,"'Once Upon a Time in Hollywood', 'The Batman', 'Cooties', 'Ad Astra'",Actor,0
1389,Bryan Cline,,"'Megamind', 'The Twilight Saga: Breaking Dawn - Part 2', 'Monsters vs. Aliens', 'WALL·E'","Actor, Writer, Producer",0
1390,Bryan Kennedy,,"'Casualty', 'Hustle - La movida', 'Teachers', 'Policía de barrio'","Actor, Producer, Writer",0
1391,Bryan Kiko,,"'Almost Infamous', 'Vile Prey', 'Pharisee'",Actress,1 win
1392,Bryan Kruse,,"'Terror Trips', 'The Red Mask of Death', 'La biblioteca', 'Inverted'",Actor,0
1393,Bryan Okpala,,'Unconditional',"Actor, Second Unit Director or Assistant Director",0
1394,Bryan Raiton,,"'Timespace', 'Tangled Wire', 'Red Song', 'Writer's Block'","Actress, Producer",3 wins & 1 nomination
1395,Bryan Slusher,,"'Cult of Blood', 'The Crude Crypt Volume One', 'Texas Death Trippin'', 'Texas Death Trippin Ax-Tended Cut'",Actr,0
1396,Bryce Bishop,,"'1923', 'The Outpost', 'Keepsake', 'Murder Among the Mormons'","Talent Agent, Actor",0
1397,Bud Davis,1936.0,"'Star Trek: Generations', 'The Score', 'Manhunter', 'Contact'","Stunts, Actor, Second Unit Director or Assistant Director",0
1398,Buddug Williams,,"'Very Annie Mary', 'Twin Town', 'Pobol y Cwm', 'Tri Diwrnod Diwetha''","Director, Editor, Actor",1 win
1399,Buddy Daniels Friedman,,"'Crocodile Dundee in Los Angeles', 'The Wizard of Speed and Time', 'Days Gone', 'Eddie Presley'",Actress,0
1400,Bugz Daigo,,"'3 Days of Darkness', 'Agawin mo man ang lahat', ''Wag kukurap', 'StarStruck'","Actor, Producer",0
1401,Bulet Rush,,"'The Bay', 'The Deep Ones', 'The Matadors', 'Tomorrow'","Actor, Producer, Writer",0
1402,Burak Sergen,1961.0,"'Istanbul Kanatlarimin Altinda', 'Beans', 'Turks in Space', 'Endless Love'",Actor,2 wins
1403,Burke Giordano,,'Silent Spectrum',"Actor, Producer, Cinematographer",1 win
1404,Burn Gorman,1974.0,"'Pinocho de Guillermo del Toro', 'El cavaller fosc: La llegenda reneix', 'Pacific Rim: Insurrección', 'The Expanse'","Actress, Producer",0
1405,Burt Kwouk,1930.0,"'Rollerball', 'Revenge of the Pink Panther', 'Goldfinger', 'You Only Live Twice'","Actor, Soundtrack",0
1406,Butterfly Garcia,,"'Blaze You Out', 'Drunktown's Finest', 'Cyphers', 'Etiquetad@s'",Actr,0
1407,C. Michael Whaley,,"'Ghost Note', 'Puppy', 'Livescream', 'Killer Assistant'","Actress, Producer, Writer",1 win & 2 nominations
1408,C.J. Gelfand,,"'Absolute Trust', 'Mouse', 'The Hobbyist', 'The Comment Section'",Actress,0
1409,C.J. Wilson,,"'Manchester by the Sea', 'The Trial of the Chicago 7', 'The Intern', 'The Magic of Belle Isle'",Actress,0
1410,Cécile Reigher,,"'La France', 'L'histoire du garçon qui voulait qu'on l'embrasse', 'La brèche de Roland', 'Els últims dies del món'","Actor, Producer",0
1411,Céline Mauge,,"'Ça tourne à Saint-Pierre et Miquelon', 'Arezki, l'insoumis', 'Dracula's Fiancee', 'Tu ne tueras point... Euh... Juste un petit peu'",Additional Crew,0
1412,César Vea,,"'El laberinto del fauno', 'Isabel', 'Como reinas', 'Shooting for Mirza'","Actress, Producer, Additional Crew",4 wins
1413,Cagdas Yilanci,,"'Çocuklar Sana Emanet', 'Absolute Justice', 'Back Streets', 'Son Mektup'",Actor,0
1414,Cagla Nefesoglu,,"'Çagrilan', 'The Painfull Dawn', 'Mualla Hanim'in Sucluluk Duygusu', 'Fail'",Actr,0
1415,Cai Gallant,,"'Believe in You', 'Saving Dreams', 'Temerás a tu vecino', 'Zena'",Actor,0
1416,Cain Berlinger,,'Habit',Actor,0
1417,Caitlin Allen,,"'Outlaw King', 'The Buccaneers', 'Shetland', 'Schemers'",Actress,0
1418,Caitlin Wehrle,1985.0,"'Cómo conocí a vuestra madre', 'Homo Erectus', 'Crushed', 'Bubblecraft'",Actress,13 wins & 13 nominations
1419,Cal Gibson,,"'Scrooged', 'Best Men', 'Barney Miller', 'Quantum Leap'",Actor,0
1420,Cal MacAninch,1963.0,"'Downton Abbey', 'Calibre', 'Mr Selfridge', 'Banished'","Actress, Writer, Soundtrack",2 wins & 2 nominations
1421,Caleb Fralick,,"'Nine Days', 'Worst Prom Ever'","Actress, Additional Crew, Casting Department",1 win & 6 nominations
1422,Caleb Hawkins,,"'Morrow Road', 'A Taste', 'Ils l'ont pendu', 'Lucky Me Good'","Actress, Editor, Director",16 wins & 9 nominations
1423,Caleb Michaelson,,"'Now You See Me', 'Supernatural Swamp Slaughter', 'Jules Verne's Mysterious Island', 'Jurassic Predator: Xtinction'",Actor,0
1424,Cali DiCapo,,"'Jane the Virgin', 'Bunk'd', 'Sydney to the Max', 'General Hospital'",Actor,0
1425,Cali Fredrichs,,"'La xarxa social', 'Anatomía de Grey', 'CSI: Cyber', 'Glee'",Actress,0
1426,Calib James,,'I Contacted Poison Control',"Actor, Writer, Producer",3 nominations
1427,Callan Glean,,'Tick Tick Tick',Actress,0
1428,Calli Ryals,1982.0,"'Stick It', 'First Date', 'Flammy and Chip: Knolling', 'Cookie Monster'","Actor, Stunts, Writer",25 wins & 27 nominations
1429,Callie Catastrophe,,'Caustic Zombies',Actress,0
1430,Callie Deering,,"'Asylum of Fear', 'Chicago Fire', 'Pick Up', 'It's All Good'",Actor,0
1431,Callie Munson,,"'Bloodbath', 'Veracity: We All Shine On'",Actress,0
1432,Callum James,1977.0,"'The Princess Diaries 2: Royal Engagement', 'Dead Like Me', 'Colombiana', 'Smallville'","Actress, Second Unit Director or Assistant Director",0
1433,Callum Keith Rennie,,"'Californication', 'Memento', 'Hard Core Logo', 'Born to Be Blue'",Actress,0
1434,Calvin Morie McCarthy,,"'Pillow Party Massacre', 'Conjuring: The Beyond', 'A Haunting in Ravenwood', 'An Amityville Poltergeist'","Actor, Writer, Additional Crew",0
1435,Cam Henson,,'Tangled Wire',"Cinematographer, Director, Actor",14 wins & 5 nominations
1436,Camden Toy,1955.0,"'The Bay', 'Angel', 'Buffy the Vampire Slayer', 'All Souls Day: Dia de los Muertos'","Actor, Editor, Editorial Department",1 win & 1 nomination
1437,Cameron Bass-Jackson,,"'Adventures Into the Woods: A Sexy Musical', 'Snakes on a Train', 'Fast Track', 'The Pretty Boys'",Actor,0
1438,Cameron Bowen,1988.0,"'Mystic River', 'Seabiscuit', 'Book of Shadows: Blair Witch 2', 'Wristcutters: A Love Story'","Actor, Producer, Soundtrack",5 nominations
1439,Cameron Cowperthwaite,1992.0,"'American Horror Story', 'Dahmer - Monstruo: La historia de Jeffrey Dahmer', 'Shameless', 'American Horror Stories'","Actor, Music Department, Cinematographer",0
1440,Cameron Daddo,1965.0,"'Inland Empire', 'Hope Island', 'Categoría 7 - El fin del mundo', 'Pterodactyl'","Actress, Director, Producer",8 wins & 6 nominations
1441,Cameron Finley,1987.0,"'Siempre queda el amor', 'Las desventuras de Beaver', 'A qui estima, en Gilbert Grape?', 'Los vigilantes de la playa'",Actress,0
1442,Cameron Fitch,1973.0,"'One Day', 'Last Orders', 'Doctors', 'Calling the Wild'",Actress,1 win
1443,Cameron Greene,,"'Night, Night, Baby: Lore of Roger', 'Night, Night, Baby', 'Night, Night, Baby 2: The Revenge', 'Night, Night, Baby 3: Goodnight Forever'",Actor,0
1444,Cameron Klippsten,,"'Getting In', 'The Evolution of Andrew Andrews', 'Finding Focus', 'Still Young'",Actor,0
1445,Cameron Nicoll,,"'Slumberland', 'Gen V', 'The King Tide', 'Dear David'",Actor,0
1446,Camila Cruz,,'Iron Fighter',"Actor, Producer, Additional Crew",Nominated for 1 Primetime Emmy: 23 wins & 36 nominations total
1447,Camila Morgado,1975.0,"'Good Morning, Verônica', 'Olga', 'Seven Women', 'America'",Actress,1 win
1448,Camilla Lundén,1967.0,"'Run for Your Life', 'Ögat', 'Johan Falk: GSI - Gruppen för särskilda insatser', 'Födelsedagen'","Actor, Director, Writer",0
1449,Camille de Casabianca,1960.0,"'Le fabuleux destin de Madame Petlet', 'Thérèse', 'Pékin Central', 'Après la pluie'","Actress, Director, Writer",2 wins
1450,Camille Sullivan,,"'Hunter Hunter', 'The Disappearance', 'Shelby Oaks', 'Shoresy'","Actor, Producer, Writer",0
1451,Campbell Scott,1961.0,"'Big Night', 'Roger Dodger', 'Singles', 'The Amazing Spider-Man 2'","Actor, Producer, Director",7 wins & 12 nominations
1452,Candas Yilanci,,"'Sevgili Geçmis', 'Çagrilan', 'Küre', 'Kodes - Prison'","Actress, Additional Crew, Producer",0
1453,Candice Patton,1985.0,"'The Flash', 'The Guest', 'Commander and Chief', 'Grey's Anatomy'","Actor, Second Unit Director or Assistant Director, Director",0
1454,Candy Aston,,"'El sisè sentit', 'Cherry Falls', 'Unavailable', 'Dawson crece'",Actor,0
1455,Candy Lo,1956.0,"'Stardust Memories', 'The Misadventures of Sheriff Lobo', 'Real People', 'Dance Fever'",Actress,0
1456,Candy Pangilinan,,"'Star na si Van Damme Stallone', 'For the First Time', 'Astig', 'Apat dapat, dapat apat: Friends 4 lyf and death'",Actor,0
1457,Cannon Bosarge,,"'Patsy & Loretta', 'The Atoning', 'Bonnie & Clyde', 'Christmas on the Bayou'","Actress, Producer",1 win
1458,Caranita Harrelson,,"'W A N D E R L U S T: A Musical Noir', 'Slumber Party Slaughter Party 2', 'He Say, She Say', 'Concealment'","Actor, Writer, Producer",0
1459,Carey Smith,,"'The Mitchells vs the Machines', 'Edge of Tomorrow', 'Spider-Man', 'The 6th Day'",Actress,1 nomination
1460,Carim Messalti,,"'Múnich', 'Plus belle la vie', 'Cazatesoros', 'Profil bas'",Actr,0
1461,Carin Ödquist,1946.0,"'Äntligen!', 'Två solkiga blondiner', 'Un paradiso senza biliardo'",Actress,0
1462,Carina Lidbom,1957.0,"'Sunes jul', 'Den vita lejoninnan', 'Mördare utan ansikte', 'Rederiet'","Actress, Soundtrack",0
1463,Carine Bouery,,'The 2nd Wave',Actress,0
1464,Carine Crutzen,1961.0,"'Oud geld', 'Vuurzee', 'Project Orpheus', 'Southwest'",Actress,3 wins & 1 nomination
1465,Carissa Lund,,"'Alien Armageddon', 'Finding Virginia', 'Dead Bodies Everywhere'","Producer, Actor, Director",1 nomination
1466,Carl Dawkins,,"'Mile End', 'The Cool Club', 'Moral Conflict'","Actress, Second Unit Director or Assistant Director, Director",0
1467,Carl Donelson,,"'Navy: Investigación criminal', 'Cam', 'Training Day', 'CSI: Cyber'",Stunts,0
1468,Carl Li,,"'Blindspot', 'Revenge of the Green Dragons', 'Math Warriors'","Actress, Producer, Director",4 wins & 3 nominations
1469,Carl Lumbly,1951.0,"'Men of Honor', 'The Adventures of Buckaroo Banzai Across the 8th Dimension', 'A Cure for Wellness', 'Alias'",Actor,2 wins & 7 nominations
1470,Carl Medland,,"'Paranormal Farm', 'The Spiritualist', 'The Adored', 'The Cost of Love'","Actor, Producer",1 nomination
1471,Carl R. Boucher,,'Blacke Revenant',Actress,0
1472,Carl Savering,,"'HR', 'Hole Punch', 'The Frog's Leg', 'Patient Zero'",Composer,0
1473,Carl Shaaban,,"'Vikingos', 'The Fashion of Modelling', 'Meeting on the Stairs', 'Dreaming for You'",Actress,0
1474,Carla Campra,1999.0,"'Everybody Knows', 'Verónica', 'The Communion Girl', '30 Coins'","Actor, Soundtrack",1 win & 3 nominations
1475,Carla Chung,,'Liu hao chu kou',"Actor, Additional Crew",0
1476,Carla Gil,1967.0,"'Midnight in Paris', '500 días juntos', 'La casa del llac', 'Le divorce'","Actor, Writer, Producer",5 nominations
1477,Carla Gugino,1971.0,"'Watchmen', 'El juego de Gerald', 'American Gangster', 'San Andrés'","Actor, Writer",3 nominations
1478,Carla Lupi,1965.0,"'Terra Estrangeira', 'Os Imortais', 'Médico de Família', 'Filha do Mar'","Actor, Writer",5 wins & 1 nomination
1479,Carla Martinez,1956.0,"'Darna', 'Wildflower', 'Artikulo 247', 'Kristine'",Actress,0
1480,Carla Nieto,1983.0,"'Origin Unknown', 'El síndrome de Ulises', 'Noctem', 'Café solo o con ellas'","Visual Effects, Actor, Editor",0
1481,Carla Okouchi,,"'Ninjas vs. Zombies', 'Ninjas vs. Monsters', 'Ninjas vs. Vampires', 'Genre Wars'","Script and Continuity Department, Writer, Producer",0
1482,Carla Vale,,'Ya no los hacen como antes',"Actress, Director, Additional Crew",0
1483,Carles Flavià,1945.0,"'El Ministerio del Tiempo', 'Lisístrata', 'Haz conmigo lo que quieras', 'Lola vende cá'","Director, Actor",0
1484,Carlo Buccirosso,1954.0,"'Il Divo', 'Love and Bullets', 'The Great Beauty', 'Song of Napoli'",Actor,6 wins & 7 nominations
1485,Carlo Felicetti,,'Un paradiso senza biliardo',"Art Department, Second Unit Director or Assistant Director, Sound Department",0
1486,Carlos Álvarez-Nóvoa,,"'Solas', 'Lucía, Lucía', 'Las olas', 'The Bride'","Actress, Additional Crew",0
1487,Carlos Alazraqui,1962.0,"'The Fairly OddParents', 'Planes', 'Reno 911!', 'Happy Feet'","Actor, Producer, Soundtrack",5 wins
1488,Carlos Andrés Gómez,1981.0,"'Inside Man', 'The L Word', 'The Third Month Termination', 'Red Dead Redemption'","Actor, Writer, Composer",0
1489,Carlos Badosa,,'Daddy Cross',Actor,0
1490,Carlos Corral,1983.0,"'Santos', 'El corredor del laberinto: Las pruebas', 'Down for Dee', 'Nacido de Nuevo'","Actor, Producer, Writer",0
1491,Carlos Dueñas,,"'Colours', 'Nunca es domingo', 'La lluvia que se vendió', 'La memoria del agua'","Actor, Camera and Electrical Department, Director",0
1492,Carlos Essmann,,"'Don Vicente', 'Artefacto', 'Isolation', 'After the Fire'",Actress,0
1493,Carlos Fetherstonhaugh,,"'La bestia marina', 'Tormenta magnética', 'Rapture-Palooza', 'Cinephiliac'","Editor, Actor, Art Director",0
1494,Carlos Gómez,,"'The Baker and the Beauty', 'Law & Order True Crime', 'The Glades', 'Desperado'",Actress,0
1495,Carlos Gonzalez-Vio,,"'The Expanse', 'Sucesor designado', 'Orphan Black', 'Kidnap Capital'",Actor,0
1496,Carlos Julio Molina,,"'The Counselor', 'Secuestro express', 'Los Secretos de Lucía', 'Devuelveme La Vida'",Actor,0
1497,Carlos Madera,,"'Secuestro express', 'El pais mas feliz del mundo', 'Los Nolmones', 'Cerdo'","Actor, Writer, Music Department",0
1498,Carlos Moreno Cravioto,,"'Solos en casa', 'The Beauty and the Beasts', 'Island of the Dolls', 'De mujer a mujer'",Actor,0
1499,Carlos Portaluppi,,"'Argentina, 1985', 'Vidas robadas', 'The Dose', 'Easy Ball'","Actress, Producer, Writer",0
1500,Carlos Suárez,,"'Money Heist', 'Hercúlea', 'HollyBlood', 'Me he hecho viral'","Actor, Producer",0
1501,Carlos Yustis,,"'Culpable o inocente', 'Secreto sangriento', 'Sor Batalla', 'Las glorias del gran Púas'","Actress, Director, Writer",0
1502,Carlund Thomas,,'Skogen',"Actor, Director, Writer",16 wins & 9 nominations
1503,Carly Pope,,"'Elysium', 'Popular', 'The Collector', 'The Glass House'","Actor, Additional Crew, Director",0
1504,Carly Steel,,"'Entertainment Tonight', 'Tommy', 'Romantically Speaking', 'Mortdecai'","Actress, Producer, Writer",2 nominations
1505,Carmel Betto,,"'Bésame mucho', 'Leneged Einayim Ma'araviyot', 'Alila', 'Shernan in Winter'","Actor, Director, Writer",0
1506,Carmelita González,1928.0,"'Motel', 'El cuarto mandamiento', 'Pedro infante vive?', 'Ángeles de arrabal'","Actress, Make-Up Department",1 win & 2 nominations
1507,Carmelo Gómez,1962.0,"'Between Your Legs', 'Cows', 'The Method', 'Numbered Days'","Actress, Additional Crew, Art Department",0
1508,Carmen Balagué,1952.0,"'Todo sobre mi madre', 'Aquí no hay quien viva', 'Todos los hombres sois iguales', 'Dones'","Actress, Additional Crew",0
1509,Carmen Comes,,'No hay datos sobre porqué es conocido',Actor,0
1510,Carmen Coupeau Borras,,"'Dead and Awake', 'Sheep in Fog', 'Hello Au Revoir', 'Roberto'","Actor, Writer, Casting Department",2 wins & 1 nomination
1511,Carmen Diaz,,"'Friends from the Neighborhood', 'But Deliver Us from Evil', 'Tilted Straits', 'Singledom'",Actor,0
